"","state","poll_id","BidenPoll","TrumpPoll","days_to_election","fte_grade","sample_size","BidenResult","TrumpResult","EV","stateid"
"359","Delaware",71424,64,35,43,"C",989,58.7,39.8,3,"DE"
"360","Delaware",71342,65,34,44,"C",969,58.7,39.8,3,"DE"
"361","Delaware",72466,60,39,17,"C",668,58.7,39.8,3,"DE"
"362","Delaware",71509,63,35,42,"C",1044,58.7,39.8,3,"DE"
"363","Delaware",71611,63,35,41,"C",1075,58.7,39.8,3,"DE"
"364","Delaware",70438,68.96,29,125,"C",453,58.7,39.8,3,"DE"
"365","Delaware",72284,62,37,33,"C",1323,58.7,39.8,3,"DE"
"366","Delaware",72130,61,37,34,"C",1288,58.7,39.8,3,"DE"
"367","Delaware",71055,64,34,49,"C",776,58.7,39.8,3,"DE"
"368","Delaware",70489,65.49,30.5,148,"C",232,58.7,39.8,3,"DE"
"369","District of Columbia",71433,88,10,43,"C",727,92.1,5.4,3,"DC"
"370","District of Columbia",71936,89,10,38,"C",902,92.1,5.4,3,"DC"
"371","District of Columbia",71150,88,10,47,"C",612,92.1,5.4,3,"DC"
"372","District of Columbia",72388,93,6,18,"C",490,92.1,5.4,3,"DC"
"373","District of Columbia",72706,94,5,14,"C",457,92.1,5.4,3,"DC"
"374","District of Columbia",70338,84.38,13.61,63,"C",343,92.1,5.4,3,"DC"
"375","District of Columbia",71285,88,9,45,"C",704,92.1,5.4,3,"DC"
"376","District of Columbia",71725,88,9,40,"C",825,92.1,5.4,3,"DC"
"377","District of Columbia",71612,88,10,42,"C",796,92.1,5.4,3,"DC"
"378","District of Columbia",70389,81.39,16.46,94,"C",252,92.1,5.4,3,"DC"
"379","District of Columbia",72467,93,6,17,"C",501,92.1,5.4,3,"DC"
"380","District of Columbia",71232,88,10,46,"C",674,92.1,5.4,3,"DC"
"381","District of Columbia",72853,94,5,14,"C",495,92.1,5.4,3,"DC"
"382","District of Columbia",71869,89,9,38,"C",888,92.1,5.4,3,"DC"
"383","District of Columbia",70932,87,10,50,"C",543,92.1,5.4,3,"DC"
"384","District of Columbia",71510,88,10,42,"C",765,92.1,5.4,3,"DC"
"385","District of Columbia",70490,87.04,9.57,148,"C",151,92.1,5.4,3,"DC"
"386","District of Columbia",72021,88,10,37,"C",914,92.1,5.4,3,"DC"
"387","District of Columbia",71056,88,10,48,"C",565,92.1,5.4,3,"DC"
"388","District of Columbia",71808,89,9,40,"C",874,92.1,5.4,3,"DC"
"389","District of Columbia",72285,89,9,33,"C",969,92.1,5.4,3,"DC"
"390","District of Columbia",71343,88,9,44,"C",718,92.1,5.4,3,"DC"
"391","District of Columbia",72131,89,9,34,"C",940,92.1,5.4,3,"DC"
"392","District of Columbia",72568,93,6,16,"C",483,92.1,5.4,3,"DC"
"393","District of Columbia",70439,89.09,8,125,"C",290,92.1,5.4,3,"DC"
"394","Florida",71745,46,50,14,"B",800,47.9,51.2,29,"FL"
"395","Florida",70684,43,46,28,"B",400,47.9,51.2,29,"FL"
"396","Florida",71283,50,48,46,"C",14081,47.9,51.2,29,"FL"
"397","Florida",72038,50.16,48.13,10,"A/B",937,47.9,51.2,29,"FL"
"398","Florida",72180,49.63,44.74,17,"B/C",1000,47.9,51.2,29,"FL"
"399","Florida",70933,49,49,49,"C",12604,47.9,51.2,29,"FL"
"400","Florida",66819,51,40,147,"A+",910,47.9,51.2,29,"FL"
"401","Florida",68544,50,45,66,"B",3914,47.9,51.2,29,"FL"
"402","Florida",72283,48,50,33,"C",14571,47.9,51.2,29,"FL"
"403","Florida",72747,52,43,25,"B/C",981,47.9,51.2,29,"FL"
"404","Florida",72476,48,50,10,"A+",915,47.9,51.2,29,"FL"
"405","Florida",72727,51,48,5,"B-",806,47.9,51.2,29,"FL"
"406","Florida",72148,49,46,17,"B/C",743,47.9,51.2,29,"FL"
"407","Florida",72235,50,47,8,"B+",1148,47.9,51.2,29,"FL"
"408","Florida",70027,46,42,41,"B+",500,47.9,51.2,29,"FL"
"409","Florida",71442,48,47,22,"A/B",863,47.9,51.2,29,"FL"
"410","Florida",67662,51,46,108,"C",880,47.9,51.2,29,"FL"
"411","Florida",67809,48,45,102,"B-",685,47.9,51.2,29,"FL"
"412","Florida",70500,47,42,34,"A+",710,47.9,51.2,29,"FL"
"413","Florida",72298,46.4,50.6,11,"C",605,47.9,51.2,29,"FL"
"414","Florida",68465,48,45,67,"A-",1235,47.9,51.2,29,"FL"
"415","Florida",68012,50,44,88,"B-",469,47.9,51.2,29,"FL"
"416","Florida",67833,50,46,106,"A-",625,47.9,51.2,29,"FL"
"417","Florida",71610,49,49,42,"C",14175,47.9,51.2,29,"FL"
"418","Florida",69974,46,43,49,"B",620,47.9,51.2,29,"FL"
"419","Florida",72330,48,46,18,"B+",1200,47.9,51.2,29,"FL"
"420","Florida",72604,51.5,45.4,12,"B",4451,47.9,51.2,29,"FL"
"421","Florida",67636,51,38,110,"A-",924,47.9,51.2,29,"FL"
"422","Florida",71934,48,49,37,"C",14042,47.9,51.2,29,"FL"
"423","Florida",66308,52.3,47.7,173,"C/D",2149,47.9,51.2,29,"FL"
"424","Florida",71341,49,49,44,"C",14126,47.9,51.2,29,"FL"
"425","Florida",72656,47,42,6,"A-",1657,47.9,51.2,29,"FL"
"426","Florida",72214,51,45,10,"A",509,47.9,51.2,29,"FL"
"427","Florida",72386,48,50,19,"C",7726,47.9,51.2,29,"FL"
"428","Florida",71806,48,50,39,"C",14080,47.9,51.2,29,"FL"
"429","Florida",71423,49,49,44,"C",14184,47.9,51.2,29,"FL"
"430","Florida",70488,48.4,48.79,148,"C",5663,47.9,51.2,29,"FL"
"431","Florida",71177,48,48,22,"B+",965,47.9,51.2,29,"FL"
"432","Florida",71620,51,46,20,"B-",662,47.9,51.2,29,"FL"
"433","Florida",66554,47.5,46.7,161,"B+",4763,47.9,51.2,29,"FL"
"434","Florida",72589,50.8,47.1,9,"B/C",1027,47.9,51.2,29,"FL"
"435","Florida",70708,49,44,30,"B/C",998,47.9,51.2,29,"FL"
"436","Florida",71887,50,48,14,"B+",1228,47.9,51.2,29,"FL"
"437","Florida",69682,49,46,46,"B-",702,47.9,51.2,29,"FL"
"438","Florida",71538,51,47,17,"B-",863,47.9,51.2,29,"FL"
"439","Florida",68474,45.6,48.7,63,"A-",1022,47.9,51.2,29,"FL"
"440","Florida",71508,49,49,42,"C",14196,47.9,51.2,29,"FL"
"441","Florida",67056,48,42,119,"B+",1206,47.9,51.2,29,"FL"
"442","Florida",67795,47,48,170,"B",3593,47.9,51.2,29,"FL"
"443","Florida",72479,47,44,7,"A+",1451,47.9,51.2,29,"FL"
"444","Florida",70647,51,40,33,"A-",1256,47.9,51.2,29,"FL"
"445","Florida",69676,47,51,49,"A+",765,47.9,51.2,29,"FL"
"446","Florida",71148,49,48,47,"C",13016,47.9,51.2,29,"FL"
"447","Florida",72746,50,44,24,"B/C",1519,47.9,51.2,29,"FL"
"448","Florida",68114,49,49,93,"B/C",400,47.9,51.2,29,"FL"
"449","Florida",70591,45,45,33,"B+",500,47.9,51.2,29,"FL"
"450","Florida",71222,49,48,46,"C",13616,47.9,51.2,29,"FL"
"451","Florida",68154,49,41,79,"B/C",1280,47.9,51.2,29,"FL"
"452","Florida",69982,51,45,47,"B-",400,47.9,51.2,29,"FL"
"453","Florida",71639,52,45,23,"B",4685,47.9,51.2,29,"FL"
"454","Florida",71006,50,47,27,"B-",653,47.9,51.2,29,"FL"
"455","Florida",72050,44,48.5,11,"B+",400,47.9,51.2,29,"FL"
"456","Florida",70754,51,46,32,"B",4785,47.9,51.2,29,"FL"
"457","Florida",72566,48,50,16,"C",7807,47.9,51.2,29,"FL"
"458","Florida",68521,47,44,65,"B/C",1093,47.9,51.2,29,"FL"
"459","Florida",69543,47,44,52,"B/C",1158,47.9,51.2,29,"FL"
"460","Florida",70654,49.2,43.4,37,"C/D",489,47.9,51.2,29,"FL"
"461","Florida",66829,50,43,144,"B-",713,47.9,51.2,29,"FL"
"462","Florida",70640,49,44,41,"B/C",604,47.9,51.2,29,"FL"
"463","Florida",72765,53,45.5,7,"C",1261,47.9,51.2,29,"FL"
"464","Florida",67631,50.4,44.4,113,"B+",3018,47.9,51.2,29,"FL"
"465","Florida",71166,48,45,26,"A-",625,47.9,51.2,29,"FL"
"466","Florida",71867,48,49,38,"C",14035,47.9,51.2,29,"FL"
"467","Florida",70437,50.76,46,125,"C",13945,47.9,51.2,29,"FL"
"468","Florida",70125,48,43,41,"B/C",1073,47.9,51.2,29,"FL"
"469","Florida",70771,51.2,47,25,"A/B",644,47.9,51.2,29,"FL"
"470","Florida",67088,50,43,116,"B-",1128,47.9,51.2,29,"FL"
"471","Florida",67081,53,43,113,"B",529,47.9,51.2,29,"FL"
"472","Florida",69464,50,45,54,"A",428,47.9,51.2,29,"FL"
"473","Florida",72219,45,42,11,"A-",1324,47.9,51.2,29,"FL"
"474","Florida",68324,50.4,43.1,74,"B/C",684,47.9,51.2,29,"FL"
"475","Florida",71968,50,48,14,"B-",800,47.9,51.2,29,"FL"
"476","Florida",72637,45,43,4,"B/C",517,47.9,51.2,29,"FL"
"477","Florida",72516,51.9,46.1,5,"A-",849,47.9,51.2,29,"FL"
"478","Florida",72167,48,47,13,"B-",704,47.9,51.2,29,"FL"
"479","Florida",72482,51,47,6,"B-",1200,47.9,51.2,29,"FL"
"480","Florida",72129,48,50,34,"C",14202,47.9,51.2,29,"FL"
"481","Florida",69453,49.81,49.95,53,"A/B",631,47.9,51.2,29,"FL"
"482","Florida",66893,47,41,148,"A+",651,47.9,51.2,29,"FL"
"483","Florida",68511,48,48,64,"A",1047,47.9,51.2,29,"FL"
"484","Florida",70789,48,46,30,"B-",800,47.9,51.2,29,"FL"
"485","Florida",69699,47,47,53,"B-",586,47.9,51.2,29,"FL"
"486","Florida",66504,45,43,177,"B/C",1014,47.9,51.2,29,"FL"
"487","Florida",66906,45,41,142,"B/C",1079,47.9,51.2,29,"FL"
"488","Florida",72519,49,47,35,"B+",3755,47.9,51.2,29,"FL"
"489","Florida",66992,45.9,45.94,127,"A-",1072,47.9,51.2,29,"FL"
"490","Florida",66711,48,45,158,"B-",1186,47.9,51.2,29,"FL"
"491","Florida",72722,47,48.2,2,"B",400,47.9,51.2,29,"FL"
"492","Florida",70336,51.3,45.59,63,"C",12962,47.9,51.2,29,"FL"
"493","Florida",72658,50,46,7,"B-",670,47.9,51.2,29,"FL"
"494","Florida",70605,50,46,32,"B-",560,47.9,51.2,29,"FL"
"495","Florida",69678,49.7,46.5,43,"B+",2906,47.9,51.2,29,"FL"
"496","Florida",71054,49,49,48,"C",12736,47.9,51.2,29,"FL"
"497","Florida",72721,51,48,7,"B",1202,47.9,51.2,29,"FL"
"498","Florida",70744,50.6,48.4,24,"A-",690,47.9,51.2,29,"FL"
"499","Florida",68205,49,46,74,"B-",1262,47.9,51.2,29,"FL"
"500","Florida",72733,50,46,7,"B/C",1587,47.9,51.2,29,"FL"
"501","Florida",72806,47.3,49.4,3,"A-",1054,47.9,51.2,29,"FL"
"502","Florida",72704,48,50,14,"C",7796,47.9,51.2,29,"FL"
"503","Florida",72484,49.2,48.1,5,"B+",2758,47.9,51.2,29,"FL"
"504","Florida",66957,50,45,130,"B-",951,47.9,51.2,29,"FL"
"505","Florida",72795,47.2,50.1,7,"A/B",1000,47.9,51.2,29,"FL"
"506","Florida",67840,48,41,107,"B/C",1121,47.9,51.2,29,"FL"
"507","Florida",72399,48.6,48.5,6,"A",786,47.9,51.2,29,"FL"
"508","Florida",67687,49,46,109,"B",3760,47.9,51.2,29,"FL"
"509","Florida",68286,50,45,88,"B",3484,47.9,51.2,29,"FL"
"510","Florida",66785,47,43.8,169,"B+",881,47.9,51.2,29,"FL"
"511","Florida",70994,49.2,47.2,23,"B+",2215,47.9,51.2,29,"FL"
"512","Florida",72342,46.9,49.6,9,"A-",1088,47.9,51.2,29,"FL"
"513","Florida",70387,49.13,48.13,94,"C",12286,47.9,51.2,29,"FL"
"514","Florida",66916,49,40,136,"A",1010,47.9,51.2,29,"FL"
"515","Florida",72019,48,49,37,"C",14053,47.9,51.2,29,"FL"
"516","Florida",72634,51,49,4,"B/C",768,47.9,51.2,29,"FL"
"517","Florida",70650,49,45,35,"B-",678,47.9,51.2,29,"FL"
"518","Florida",72327,52,45,6,"A-",941,47.9,51.2,29,"FL"
"519","Florida",71739,48.9,47.4,13,"B+",2527,47.9,51.2,29,"FL"
"520","Florida",68562,49.6,47.1,57,"B+",2689,47.9,51.2,29,"FL"
"521","Florida",69582,46,44,84,"B/C",750,47.9,51.2,29,"FL"
"522","Florida",68297,49,47,74,"B",3790,47.9,51.2,29,"FL"
"523","Florida",72499,48,47,5,"B",800,47.9,51.2,29,"FL"
"524","Florida",69564,48,46,49,"B+",1205,47.9,51.2,29,"FL"
"525","Florida",72851,49,49,14,"C",8792,47.9,51.2,29,"FL"
"526","Florida",68192,48,44,74,"A-",671,47.9,51.2,29,"FL"
"527","Florida",67914,43,43,105,"B-",811,47.9,51.2,29,"FL"
"528","Florida",71563,48,46,19,"C",847,47.9,51.2,29,"FL"
"529","Florida",71723,48,50,40,"C",14142,47.9,51.2,29,"FL"
"530","Florida",66288,52.65,47.35,179,"A/B",928,47.9,51.2,29,"FL"
"531","Florida",70590,51,45,33,"A/B",3142,47.9,51.2,29,"FL"
"532","Florida",72175,51,46,9,"A",743,47.9,51.2,29,"FL"
"533","Florida",68534,49,46,60,"B-",1144,47.9,51.2,29,"FL"
"534","Florida",70993,46.1,48.4,23,"A-",1051,47.9,51.2,29,"FL"
"535","Florida",72491,46,47,5,"B+",400,47.9,51.2,29,"FL"
"536","Florida",68516,51,46,69,"B",800,47.9,51.2,29,"FL"
"537","Florida",71520,50,45,18,"B-",547,47.9,51.2,29,"FL"
"538","Florida",72465,48,50,17,"C",7604,47.9,51.2,29,"FL"
"539","Georgia",71566,51,44,23,"B-",600,49.5,49.3,16,"GA"
"540","Georgia",68308,40.5,47.9,66,"A",500,49.5,49.3,16,"GA"
"541","Georgia",70047,50,47,41,"A-",1125,49.5,49.3,16,"GA"
"542","Georgia",70715,47,46,26,"A-",528,49.5,49.3,16,"GA"
"543","Georgia",70712,46.8,48.6,27,"A",600,49.5,49.3,16,"GA"
"544","Georgia",72517,48.8,49.4,5,"A-",749,49.5,49.3,16,"GA"
"545","Georgia",72282,50,48,33,"C",7019,49.5,49.3,16,"GA"
"546","Georgia",72385,50,48,18,"C",3755,49.5,49.3,16,"GA"
"547","Georgia",67796,47,49,170,"B",1396,49.5,49.3,16,"GA"
"548","Georgia",70755,47,49,32,"B",1837,49.5,49.3,16,"GA"
"549","Georgia",67587,43.3,49.8,111,"A-",1023,49.5,49.3,16,"GA"
"550","Georgia",70695,46.4,47.5,37,"B/C",1106,49.5,49.3,16,"GA"
"551","Georgia",71053,50,49,49,"C",4716,49.5,49.3,16,"GA"
"552","Georgia",71609,50,49,41,"C",6145,49.5,49.3,16,"GA"
"553","Georgia",71454,45,45,21,"A+",759,49.5,49.3,16,"GA"
"554","Georgia",69937,46,46,50,"B",800,49.5,49.3,16,"GA"
"555","Georgia",70131,50,47,40,"B-",400,49.5,49.3,16,"GA"
"556","Georgia",72336,47,48,6,"A",750,49.5,49.3,16,"GA"
"557","Georgia",69646,47,47.3,53,"B/C",1150,49.5,49.3,16,"GA"
"558","Georgia",70934,49,49,49,"C",4544,49.5,49.3,16,"GA"
"559","Georgia",71282,49,49,45,"C",5617,49.5,49.3,16,"GA"
"560","Georgia",72605,48.8,46.4,12,"B",1743,49.5,49.3,16,"GA"
"561","Georgia",71147,49,49,47,"C",5029,49.5,49.3,16,"GA"
"562","Georgia",72850,50,48,14,"C",3962,49.5,49.3,16,"GA"
"563","Georgia",71759,49,45,22,"A/B",800,49.5,49.3,16,"GA"
"564","Georgia",72187,48,46,7,"A-",661,49.5,49.3,16,"GA"
"565","Georgia",72661,46,50.1,2,"A",500,49.5,49.3,16,"GA"
"566","Georgia",72579,46.1,48.1,2,"B",500,49.5,49.3,16,"GA"
"567","Georgia",71763,45,49,13,"A",500,49.5,49.3,16,"GA"
"568","Georgia",72593,46.1,48.3,4,"A",679,49.5,49.3,16,"GA"
"569","Georgia",68263,47,46,71,"A-",782,49.5,49.3,16,"GA"
"570","Georgia",71933,50,49,38,"C",6530,49.5,49.3,16,"GA"
"571","Georgia",67821,47,48,103,"A",402,49.5,49.3,16,"GA"
"572","Georgia",72128,50,48,34,"C",6720,49.5,49.3,16,"GA"
"573","Georgia",69566,45,46,52,"B/C",800,49.5,49.3,16,"GA"
"574","Georgia",72639,52,48,4,"B/C",380,49.5,49.3,16,"GA"
"575","Georgia",72798,46.9,49.4,7,"A/B",1000,49.5,49.3,16,"GA"
"576","Georgia",69575,49,46,50,"B/C",600,49.5,49.3,16,"GA"
"577","Georgia",71722,49,49,40,"C",6420,49.5,49.3,16,"GA"
"578","Georgia",72738,50,48,7,"B",1036,49.5,49.3,16,"GA"
"579","Georgia",72565,50,48,16,"C",3748,49.5,49.3,16,"GA"
"580","Georgia",70335,51.72,44.8,63,"C",3468,49.5,49.3,16,"GA"
"581","Georgia",70108,46.6,44.9,34,"A",500,49.5,49.3,16,"GA"
"582","Georgia",66784,40,44,166,"B/C",321,49.5,49.3,16,"GA"
"583","Georgia",67785,46,45,103,"A-",722,49.5,49.3,16,"GA"
"584","Georgia",68288,49,46,74,"B",1392,49.5,49.3,16,"GA"
"585","Georgia",71640,48,48,23,"B",1672,49.5,49.3,16,"GA"
"586","Georgia",72703,50,49,15,"C",3535,49.5,49.3,16,"GA"
"587","Georgia",71422,50,48,43,"C",5795,49.5,49.3,16,"GA"
"588","Georgia",71010,46,46,26,"B",782,49.5,49.3,16,"GA"
"589","Georgia",72299,50.5,48.1,11,"C",373,49.5,49.3,16,"GA"
"590","Georgia",66312,48,47,171,"B-",1339,49.5,49.3,16,"GA"
"591","Georgia",70137,45,44,41,"B/C",789,49.5,49.3,16,"GA"
"592","Georgia",66824,48,46,144,"A-",661,49.5,49.3,16,"GA"
"593","Georgia",67996,46,44,89,"A",623,49.5,49.3,16,"GA"
"594","Georgia",69690,46,48,47,"A",402,49.5,49.3,16,"GA"
"595","Georgia",72040,51,46,11,"B-",1041,49.5,49.3,16,"GA"
"596","Georgia",72766,53.6,44.3,7,"C",438,49.5,49.3,16,"GA"
"597","Georgia",71221,50,49,46,"C",5376,49.5,49.3,16,"GA"
"598","Georgia",69469,52.24,46.02,75,"B+",1616,49.5,49.3,16,"GA"
"599","Georgia",66933,49,45,131,"A-",734,49.5,49.3,16,"GA"
"600","Georgia",68278,46,47,88,"B",1265,49.5,49.3,16,"GA"
"601","Georgia",67622,45.74,48.79,115,"B/C",701,49.5,49.3,16,"GA"
"602","Georgia",72520,48,47,35,"B+",1456,49.5,49.3,16,"GA"
"603","Georgia",72018,50,49,36,"C",6564,49.5,49.3,16,"GA"
"604","Georgia",69991,46,47,42,"B+",1164,49.5,49.3,16,"GA"
"605","Georgia",72862,45.4,49.7,3,"A-",1041,49.5,49.3,16,"GA"
"606","Georgia",70487,51.61,45.31,148,"C",2059,49.5,49.3,16,"GA"
"607","Georgia",66917,47,45,136,"A",1013,49.5,49.3,16,"GA"
"608","Georgia",72464,50,48,18,"C",3736,49.5,49.3,16,"GA"
"609","Georgia",72181,48.15,43.74,17,"B/C",1000,49.5,49.3,16,"GA"
"610","Georgia",70982,48,46,26,"A",677,49.5,49.3,16,"GA"
"611","Georgia",71507,49,49,42,"C",5979,49.5,49.3,16,"GA"
"612","Georgia",71754,46,46,65,"A/B",800,49.5,49.3,16,"GA"
"613","Georgia",71340,50,49,44,"C",5725,49.5,49.3,16,"GA"
"614","Georgia",69709,45,45,48,"A+",523,49.5,49.3,16,"GA"
"615","Georgia",71000,51,44,26,"A-",1040,49.5,49.3,16,"GA"
"616","Georgia",67688,47,46,109,"B",1337,49.5,49.3,16,"GA"
"617","Georgia",68545,46,48,66,"B",1486,49.5,49.3,16,"GA"
"618","Georgia",71435,47,48.4,17,"A-",506,49.5,49.3,16,"GA"
"619","Georgia",71866,50,49,38,"C",6507,49.5,49.3,16,"GA"
"620","Georgia",66290,46,48,176,"B/C",700,49.5,49.3,16,"GA"
"621","Georgia",67060,45,48,124,"B",513,49.5,49.3,16,"GA"
"622","Georgia",68087,44.5,47.4,81,"A",500,49.5,49.3,16,"GA"
"623","Georgia",72146,50,46,11,"A",504,49.5,49.3,16,"GA"
"624","Georgia",71805,50,49,40,"C",6533,49.5,49.3,16,"GA"
"625","Georgia",70386,51.83,45.89,94,"C",2772,49.5,49.3,16,"GA"
"626","Georgia",67860,46,45,98,"B+",1109,49.5,49.3,16,"GA"
"627","Georgia",70049,50,47,38,"B-",969,49.5,49.3,16,"GA"
"628","Georgia",71888,49,49,14,"B+",1090,49.5,49.3,16,"GA"
"629","Georgia",67616,47,43,117,"B-",800,49.5,49.3,16,"GA"
"630","Georgia",66267,47,46,183,"A-",500,49.5,49.3,16,"GA"
"631","Georgia",70436,48.54,49,125,"C",3745,49.5,49.3,16,"GA"
"632","Georgia",71944,46.5,46.2,20,"B/C",1145,49.5,49.3,16,"GA"
"633","Hawaii",71281,67,31,45,"C",934,63.7,34.3,4,"HI"
"634","Hawaii",72384,65,32,18,"C",649,63.7,34.3,4,"HI"
"635","Hawaii",72564,66,32,16,"C",631,63.7,34.3,4,"HI"
"636","Hawaii",71146,64,34,47,"C",829,63.7,34.3,4,"HI"
"637","Hawaii",70486,65.77,30.76,148,"C",207,63.7,34.3,4,"HI"
"638","Hawaii",71932,64,34,37,"C",1172,63.7,34.3,4,"HI"
"639","Hawaii",70435,60.26,38,125,"C",356,63.7,34.3,4,"HI"
"640","Hawaii",71167,61,28,32,"B/C",988,63.7,34.3,4,"HI"
"641","Hawaii",71421,66,32,43,"C",987,63.7,34.3,4,"HI"
"642","Hawaii",71506,66,32,42,"C",1013,63.7,34.3,4,"HI"
"643","Hawaii",67911,56,29,99,"B/C",975,63.7,34.3,4,"HI"
"644","Hawaii",72702,66,31,14,"C",619,63.7,34.3,4,"HI"
"645","Hawaii",72463,65,32,17,"C",646,63.7,34.3,4,"HI"
"646","Hawaii",71865,63,34,38,"C",1153,63.7,34.3,4,"HI"
"647","Hawaii",72017,64,34,36,"C",1187,63.7,34.3,4,"HI"
"648","Hawaii",71052,64,35,48,"C",755,63.7,34.3,4,"HI"
"649","Hawaii",70334,64.6,33.77,63,"C",474,63.7,34.3,4,"HI"
"650","Hawaii",71608,66,32,41,"C",1054,63.7,34.3,4,"HI"
"651","Hawaii",72849,67,31,14,"C",688,63.7,34.3,4,"HI"
"652","Hawaii",70385,59.33,36.92,94,"C",362,63.7,34.3,4,"HI"
"653","Hawaii",71220,67,31,47,"C",896,63.7,34.3,4,"HI"
"654","Hawaii",72127,64,34,34,"C",1231,63.7,34.3,4,"HI"
"655","Hawaii",71721,66,32,40,"C",1088,63.7,34.3,4,"HI"
"656","Hawaii",71804,65,33,40,"C",1137,63.7,34.3,4,"HI"
"657","Hawaii",70935,64,35,49,"C",713,63.7,34.3,4,"HI"
"658","Hawaii",72281,63,34,33,"C",1263,63.7,34.3,4,"HI"
"659","Hawaii",71339,66,32,44,"C",975,63.7,34.3,4,"HI"
"660","Idaho",72015,40,58,36,"C",1679,33.1,63.9,4,"ID"
"661","Idaho",71144,39,58,47,"C",1296,33.1,63.9,4,"ID"
"662","Idaho",70936,39,59,50,"C",1123,33.1,63.9,4,"ID"
"663","Idaho",71930,40,58,37,"C",1669,33.1,63.9,4,"ID"
"664","Idaho",71863,40,58,39,"C",1651,33.1,63.9,4,"ID"
"665","Idaho",71218,39,59,46,"C",1364,33.1,63.9,4,"ID"
"666","Idaho",71279,39,59,45,"C",1431,33.1,63.9,4,"ID"
"667","Idaho",72279,40,58,33,"C",1799,33.1,63.9,4,"ID"
"668","Idaho",72700,40,58,14,"C",824,33.1,63.9,4,"ID"
"669","Idaho",71419,41,57,43,"C",1482,33.1,63.9,4,"ID"
"670","Idaho",72461,38,60,17,"C",882,33.1,63.9,4,"ID"
"671","Idaho",71504,41,57,43,"C",1510,33.1,63.9,4,"ID"
"672","Idaho",71050,39,58,48,"C",1190,33.1,63.9,4,"ID"
"673","Idaho",68502,34.48,59.66,66,"B/C",600,33.1,63.9,4,"ID"
"674","Idaho",72562,39,59,16,"C",878,33.1,63.9,4,"ID"
"675","Idaho",70332,34.66,63.93,63,"C",761,33.1,63.9,4,"ID"
"676","Idaho",71719,40,57,40,"C",1607,33.1,63.9,4,"ID"
"677","Idaho",72382,38,60,18,"C",911,33.1,63.9,4,"ID"
"678","Idaho",70433,34.78,62.97,125,"C",671,33.1,63.9,4,"ID"
"679","Idaho",72847,40,58,14,"C",909,33.1,63.9,4,"ID"
"680","Idaho",70383,39.67,57.88,94,"C",737,33.1,63.9,4,"ID"
"681","Idaho",70484,41.26,57.35,148,"C",266,33.1,63.9,4,"ID"
"682","Idaho",72125,40,58,34,"C",1758,33.1,63.9,4,"ID"
"683","Idaho",71802,40,58,40,"C",1625,33.1,63.9,4,"ID"
"684","Idaho",71337,40,58,44,"C",1461,33.1,63.9,4,"ID"
"685","Idaho",71606,41,57,41,"C",1547,33.1,63.9,4,"ID"
"686","Illinois",72300,54.2,43.1,11,"C",424,57.5,40.6,20,"IL"
"687","Illinois",71718,58,39,40,"C",7554,57.5,40.6,20,"IL"
"688","Illinois",70331,61.08,35.51,63,"C",8392,57.5,40.6,20,"IL"
"689","Illinois",72660,54.1,38.2,8,"B/C",1208,57.5,40.6,20,"IL"
"690","Illinois",70023,52.9,39.8,41,"B/C",1208,57.5,40.6,20,"IL"
"691","Illinois",72278,57,41,33,"C",8056,57.5,40.6,20,"IL"
"692","Illinois",70483,60.61,36.61,148,"C",3000,57.5,40.6,20,"IL"
"693","Illinois",71049,60,38,48,"C",7152,57.5,40.6,20,"IL"
"694","Illinois",71336,59,39,45,"C",7432,57.5,40.6,20,"IL"
"695","Illinois",70937,60,37,49,"C",7226,57.5,40.6,20,"IL"
"696","Illinois",71278,60,38,46,"C",7441,57.5,40.6,20,"IL"
"697","Illinois",71862,58,40,39,"C",7609,57.5,40.6,20,"IL"
"698","Illinois",71929,57,40,38,"C",7633,57.5,40.6,20,"IL"
"699","Illinois",71503,58,39,42,"C",7410,57.5,40.6,20,"IL"
"700","Illinois",72381,57,41,18,"C",4782,57.5,40.6,20,"IL"
"701","Illinois",72767,55.1,43.6,7,"C",485,57.5,40.6,20,"IL"
"702","Illinois",72623,55,38,3,"B-",450,57.5,40.6,20,"IL"
"703","Illinois",71217,60,37,47,"C",7469,57.5,40.6,20,"IL"
"704","Illinois",72460,58,40,17,"C",4921,57.5,40.6,20,"IL"
"705","Illinois",72561,57,41,16,"C",5013,57.5,40.6,20,"IL"
"706","Illinois",71143,60,38,47,"C",7232,57.5,40.6,20,"IL"
"707","Illinois",71418,59,39,43,"C",7417,57.5,40.6,20,"IL"
"708","Illinois",72014,57,40,37,"C",7649,57.5,40.6,20,"IL"
"709","Illinois",72124,57,41,34,"C",7810,57.5,40.6,20,"IL"
"710","Illinois",72699,58,40,14,"C",4848,57.5,40.6,20,"IL"
"711","Illinois",70382,60.01,37.01,94,"C",6773,57.5,40.6,20,"IL"
"712","Illinois",71801,58,40,40,"C",7606,57.5,40.6,20,"IL"
"713","Illinois",72846,58,40,14,"C",5643,57.5,40.6,20,"IL"
"714","Illinois",71605,58,40,41,"C",7436,57.5,40.6,20,"IL"
"715","Illinois",70432,59.76,37.17,125,"C",7565,57.5,40.6,20,"IL"
"716","Indiana",72013,44,54,36,"C",4431,41,57,11,"IN"
"717","Indiana",70482,40.9,55.73,148,"C",929,41,57,11,"IN"
"718","Indiana",70330,45.1,51.95,63,"C",2367,41,57,11,"IN"
