"","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","two_year_recid","compas_decile_score","id"
"1863",3,0,25,0,0,1,1,0,3,2829
"1864",2,0,56,0,0,4,1,0,1,2830
"1865",5,0,29,0,0,1,1,0,2,2834
"1866",1,0,29,0,0,10,1,1,6,2835
"1867",4,0,51,0,0,1,1,1,1,2836
"1868",2,1,58,0,0,3,0,0,1,2837
"1869",1,0,24,0,1,3,0,0,5,2841
"1870",2,0,22,0,0,0,1,1,3,2842
"1871",1,0,39,0,0,0,0,0,1,2843
"1872",3,0,20,0,0,3,1,1,10,2844
"1873",1,0,46,0,0,10,1,1,7,2845
"1874",1,0,38,0,0,1,1,1,1,2846
"1875",1,0,23,0,0,0,0,1,8,2848
"1876",6,0,39,0,0,6,1,0,5,2851
"1877",2,0,25,0,0,0,1,0,8,2852
"1878",2,0,31,0,0,19,1,1,9,2854
"1879",2,1,25,0,0,1,0,1,3,2855
"1880",2,0,26,0,0,6,1,0,6,2856
"1881",2,0,25,0,0,2,1,0,9,2857
"1882",1,0,37,0,0,11,1,1,8,2859
"1883",2,0,36,0,0,0,1,0,1,2860
"1884",2,0,26,0,0,1,1,1,6,2862
"1885",6,0,21,0,2,3,1,1,2,2863
"1886",2,0,35,0,0,7,1,1,4,2864
"1887",2,0,22,0,0,2,1,1,4,2865
"1888",1,0,25,0,0,0,1,0,2,2867
"1889",1,0,24,0,0,0,0,0,7,2868
"1890",3,0,36,0,0,0,0,0,1,2869
"1891",2,0,24,0,0,2,0,1,7,2870
"1892",2,0,21,0,0,0,1,1,9,2871
"1893",1,0,32,2,0,15,1,1,9,2873
"1894",2,0,33,0,0,2,0,1,2,2874
"1895",2,0,33,0,0,10,1,1,9,2875
"1896",2,1,23,0,0,4,0,1,8,2876
"1897",1,0,29,0,0,0,0,0,3,2879
"1898",1,0,50,0,0,8,1,0,3,2880
"1899",1,0,32,0,0,5,1,1,5,2882
"1900",2,0,33,0,0,14,1,1,8,2883
"1901",2,0,37,0,1,13,1,1,8,2885
"1902",2,0,27,0,0,9,1,1,7,2886
"1903",2,0,27,0,0,0,0,0,1,2887
"1904",2,1,52,0,0,21,1,1,7,2890
"1905",3,0,21,0,0,1,0,1,5,2891
"1906",2,0,58,0,0,1,1,0,1,2892
"1907",2,0,27,0,0,4,1,0,8,2893
"1908",2,0,28,0,0,5,1,1,4,2896
"1909",1,0,28,0,0,1,1,1,7,2897
"1910",1,1,31,0,0,0,0,0,3,2898
"1911",1,0,30,0,1,11,1,1,9,2899
"1912",2,0,24,0,0,3,0,0,7,2900
"1913",2,0,26,0,0,6,1,1,9,2901
"1914",1,0,43,0,0,0,0,0,1,2902
"1915",2,0,31,0,0,2,1,1,1,2903
"1916",2,0,22,0,0,3,1,1,6,2907
"1917",2,0,23,0,0,0,1,0,5,2908
"1918",1,0,42,0,0,0,0,0,4,2910
"1919",2,0,34,0,0,0,0,1,2,2911
"1920",2,0,30,0,3,18,0,0,10,2913
"1921",2,0,29,0,0,1,1,0,9,2914
"1922",1,0,38,0,0,2,1,1,4,2915
"1923",1,0,26,0,0,3,0,0,4,2917
"1924",3,1,25,0,0,4,1,1,6,2918
"1925",2,0,51,0,0,5,0,0,7,2922
"1926",6,0,36,0,0,0,0,0,1,2923
"1927",3,0,62,0,0,0,0,0,1,2925
"1928",2,0,23,0,0,0,1,1,3,2926
"1929",2,0,34,0,0,7,1,1,5,2927
"1930",2,0,35,0,0,1,0,0,2,2928
"1931",1,0,22,0,0,0,1,0,3,2929
"1932",2,0,29,0,0,10,0,1,10,2930
"1933",2,0,40,0,0,0,1,0,2,2931
"1934",2,0,36,0,0,2,1,0,2,2932
"1935",2,0,26,0,0,8,1,1,8,2933
"1936",2,0,25,0,0,1,1,1,3,2934
"1937",1,0,69,0,0,0,0,0,1,2935
"1938",2,0,27,0,1,1,1,0,4,2936
"1939",1,0,20,0,0,0,1,1,5,2937
"1940",2,0,27,0,0,1,1,0,1,2938
"1941",2,1,24,0,0,6,0,0,6,2939
"1942",1,0,42,0,0,0,1,0,1,2943
"1943",1,0,25,0,0,1,1,0,3,2946
"1944",1,0,46,0,0,1,1,1,1,2949
"1945",2,0,25,0,0,0,1,0,4,2951
"1946",2,0,22,0,0,0,1,0,3,2952
"1947",1,0,21,0,0,0,1,0,4,2954
"1948",2,0,30,0,0,1,0,0,2,2955
"1949",1,0,46,0,0,9,0,0,5,2956
"1950",2,0,26,0,0,2,0,0,7,2959
"1951",2,0,33,0,0,0,1,1,5,2961
"1952",2,0,40,0,0,1,0,0,1,2962
"1953",1,0,34,0,0,0,1,0,4,2963
"1954",1,0,22,0,0,1,1,1,2,2964
"1955",3,0,28,0,0,3,0,0,5,2965
"1956",2,0,31,0,0,4,0,1,3,2968
"1957",1,0,59,0,0,3,0,1,1,2969
"1958",5,0,37,0,0,0,1,0,2,2970
"1959",2,0,50,0,0,0,1,0,1,2972
"1960",6,1,21,0,0,2,1,1,4,2973
"1961",2,0,57,0,0,8,1,1,5,2974
"1962",2,0,31,0,0,5,0,0,5,2976
"1963",2,1,51,0,0,1,0,0,7,2977
"1964",2,0,44,0,0,9,1,0,8,2979
"1965",2,0,48,0,0,5,1,1,9,2982
"1966",1,1,25,0,0,0,1,0,4,2983
"1967",2,0,51,0,0,5,0,0,3,2984
"1968",1,0,50,0,0,0,1,1,1,2985
"1969",1,0,57,0,0,2,1,0,1,2988
"1970",1,0,55,0,0,0,0,0,1,2990
"1971",2,0,59,0,0,4,1,1,3,2991
"1972",2,1,42,0,0,0,1,0,1,2992
"1973",3,0,20,2,0,2,1,1,8,2993
"1974",2,0,58,0,0,16,1,0,9,2995
"1975",6,0,21,0,0,0,1,0,4,2996
"1976",2,0,32,0,0,21,1,1,9,2997
"1977",3,1,24,0,0,0,0,0,4,2998
"1978",2,0,42,0,0,1,1,0,4,3003
"1979",2,0,29,0,0,8,1,1,8,3004
"1980",2,0,21,0,0,1,1,0,6,3005
"1981",1,0,31,0,0,1,0,1,2,3008
"1982",3,0,56,0,0,8,0,0,4,3009
"1983",1,0,58,0,0,0,0,0,1,3010
"1984",2,0,22,0,0,1,1,1,7,3014
"1985",1,0,46,0,0,1,0,1,1,3015
"1986",1,0,50,0,0,0,0,1,2,3019
"1987",2,0,46,0,0,2,1,0,9,3020
"1988",2,1,44,0,1,11,1,1,8,3021
"1989",2,0,35,0,0,4,0,0,5,3022
"1990",2,0,30,0,1,14,1,1,9,3023
"1991",2,0,42,0,0,2,1,0,5,3025
"1992",2,0,46,0,0,5,1,1,1,3027
"1993",2,0,42,0,0,0,1,1,10,3029
"1994",2,0,37,0,0,12,1,0,3,3030
"1995",1,0,29,0,0,7,1,1,10,3031
"1996",2,0,32,0,0,8,1,0,4,3032
"1997",6,0,31,0,0,5,1,0,6,3033
"1998",2,1,33,0,0,1,0,0,1,3034
"1999",1,0,25,0,0,4,1,0,4,3035
"2000",2,1,33,0,0,0,0,0,1,3036
"2001",3,0,21,0,0,1,1,0,5,3037
"2002",1,1,64,0,0,7,0,0,3,3038
"2003",1,0,35,0,0,1,1,1,1,3039
"2004",2,0,56,0,0,1,1,0,1,3040
"2005",1,0,38,0,0,0,0,1,3,3041
"2006",2,1,40,0,0,4,0,0,1,3042
"2007",2,0,34,0,0,3,1,0,7,3043
"2008",2,0,28,0,0,4,1,0,4,3046
"2009",2,0,51,0,0,0,0,0,1,3051
"2010",2,0,35,0,0,2,0,0,2,3053
"2011",2,0,61,0,0,5,1,0,2,3055
"2012",2,0,25,0,0,0,1,0,3,3056
"2013",2,0,25,0,0,4,1,1,7,3057
"2014",2,0,26,0,0,0,0,0,5,3058
"2015",1,0,42,0,0,1,0,0,1,3064
"2016",2,1,25,0,0,1,1,0,4,3066
"2017",2,0,26,0,1,13,0,1,10,3067
"2018",2,0,31,0,0,9,1,0,7,3068
"2019",1,0,35,0,0,1,1,0,2,3069
"2020",2,1,41,0,0,4,1,1,2,3071
"2021",1,0,34,0,0,0,1,0,1,3074
"2022",1,0,46,0,0,5,0,0,1,3075
"2023",1,1,33,0,0,1,0,0,2,3078
"2024",2,0,30,0,0,3,1,0,2,3081
"2025",2,1,50,0,0,7,0,0,4,3084
"2026",2,0,21,0,0,0,1,0,5,3085
"2027",3,0,31,0,0,16,1,1,10,3086
"2028",2,0,31,0,0,2,1,1,7,3087
"2029",2,1,23,0,0,0,0,0,4,3089
"2030",2,0,25,0,0,1,1,0,6,3090
"2031",1,1,24,0,0,1,1,0,5,3093
"2032",2,0,31,0,0,13,0,1,10,3094
"2033",2,0,60,0,0,0,1,0,1,3096
"2034",2,0,30,0,0,2,1,0,2,3101
"2035",6,1,32,0,0,0,0,0,1,3104
"2036",1,0,46,0,0,0,0,0,1,3107
"2037",1,0,21,0,0,0,0,1,4,3110
"2038",2,0,28,4,0,6,0,0,9,3111
"2039",2,0,35,0,0,0,1,0,8,3112
"2040",3,0,34,0,0,2,1,1,3,3113
"2041",4,0,41,0,0,2,1,1,8,3114
"2042",2,1,40,0,0,7,0,0,4,3115
"2043",2,0,23,0,0,1,1,1,10,3116
"2044",2,0,23,0,0,3,1,1,6,3117
"2045",2,0,28,0,0,2,0,0,4,3118
"2046",3,0,21,0,0,0,1,1,4,3120
"2047",1,0,46,0,0,2,0,0,4,3122
"2048",2,0,56,0,0,1,1,0,2,3129
"2049",2,0,41,0,0,19,1,0,6,3130
"2050",3,0,40,0,0,8,1,1,5,3131
"2051",3,0,30,0,0,5,1,1,3,3132
"2052",2,0,24,0,0,1,0,1,4,3134
"2053",2,0,25,0,0,7,1,0,8,3135
"2054",1,1,33,0,0,0,0,0,1,3136
"2055",1,0,48,0,0,2,0,0,8,3137
"2056",2,0,33,0,0,11,1,1,6,3138
"2057",3,0,25,0,0,0,1,0,7,3139
"2058",1,0,25,0,0,6,1,1,8,3143
"2059",2,0,58,0,0,38,1,1,7,3144
"2060",2,0,30,0,1,7,1,1,5,3145
"2061",3,0,37,0,0,0,1,1,3,3146
"2062",1,1,43,0,0,7,1,0,8,3152
"2063",1,0,32,0,0,0,1,0,3,3153
"2064",6,0,33,0,0,3,1,0,7,3154
"2065",6,0,39,0,1,4,1,1,2,3155
"2066",1,0,49,0,0,4,1,0,1,3156
"2067",1,0,24,0,0,0,1,0,4,3157
"2068",2,0,26,0,0,1,1,0,9,3158
"2069",1,0,42,0,0,0,1,0,2,3159
"2070",2,0,22,0,0,1,1,1,6,3160
"2071",3,0,36,0,0,0,1,0,1,3161
"2072",1,0,29,0,0,7,0,1,7,3162
"2073",1,0,39,0,0,0,0,0,3,3163
"2074",2,0,27,0,2,13,1,1,6,3164
"2075",1,0,38,0,0,2,1,1,5,3165
"2076",1,0,20,0,0,0,1,1,2,3166
"2077",2,0,25,2,0,4,1,1,10,3168
"2078",1,0,53,0,0,0,0,0,1,3169
"2079",2,1,27,0,0,0,0,1,8,3170
"2080",6,0,21,0,0,0,1,1,5,3174
"2081",1,0,50,0,0,1,0,1,1,3175
"2082",2,0,41,0,0,4,1,0,5,3176
"2083",2,0,34,0,0,4,1,1,2,3177
"2084",1,0,22,0,0,5,1,1,8,3178
"2085",1,0,22,0,0,0,1,1,7,3181
"2086",2,0,25,0,0,2,1,0,5,3182
"2087",2,0,42,0,0,1,1,1,4,3183
"2088",1,1,27,0,0,2,1,0,3,3186
"2089",6,0,51,0,0,2,1,0,1,3188
"2090",2,0,33,0,0,23,1,1,9,3189
"2091",2,0,24,0,0,0,1,0,3,3190
"2092",2,0,37,0,0,4,1,0,4,3191
"2093",1,0,37,0,0,0,0,0,1,3192
"2094",6,1,27,0,0,0,0,0,2,3197
"2095",6,0,21,0,0,0,1,0,6,3198
"2096",2,0,35,0,0,1,1,1,1,3200
"2097",1,1,24,0,0,0,1,0,8,3203
"2098",6,0,21,1,0,1,1,0,7,3204
"2099",1,0,49,0,0,2,0,0,1,3205
"2100",2,0,38,0,0,9,1,0,6,3206
"2101",6,0,61,0,0,0,0,0,1,3207
"2102",2,1,30,0,0,0,0,0,2,3208
"2103",2,0,22,0,0,3,1,0,6,3209
"2104",2,0,25,0,0,0,1,1,7,3212
"2105",3,1,30,0,0,3,0,1,3,3214
"2106",1,0,52,0,0,0,0,0,1,3215
"2107",1,0,26,0,0,0,1,0,2,3217
"2108",6,0,26,0,0,0,0,0,4,3218
"2109",2,0,29,0,1,6,1,0,7,3222
"2110",1,0,45,0,0,9,1,1,9,3223
"2111",2,0,20,0,0,0,1,1,9,3225
"2112",2,0,29,0,0,4,1,0,8,3226
"2113",1,0,43,0,0,1,1,1,6,3227
"2114",1,0,26,0,0,2,1,0,5,3229
"2115",2,1,46,0,0,4,1,0,4,3230
"2116",2,1,46,0,0,0,1,0,1,3232
"2117",1,0,39,0,0,8,1,0,1,3234
"2118",2,0,29,0,0,12,1,1,10,3236
"2119",1,0,41,0,0,0,0,0,1,3237
"2120",2,0,29,0,0,11,1,1,10,3238
"2121",2,1,25,0,0,5,1,0,7,3240
"2122",2,0,23,1,0,2,1,0,7,3242
"2123",2,1,46,0,0,1,1,1,8,3243
"2124",1,0,30,0,0,0,0,0,3,3246
"2125",1,0,34,0,0,1,1,0,6,3247
"2126",1,0,70,0,0,11,1,1,1,3248
"2127",1,0,52,0,0,2,1,0,1,3250
"2128",2,0,51,0,0,4,0,0,2,3255
"2129",5,1,45,0,0,15,1,1,10,3259
"2130",2,0,55,0,0,21,1,1,6,3260
"2131",1,1,49,0,0,1,1,0,1,3261
"2132",2,1,26,0,0,9,0,1,6,3262
"2133",1,1,47,0,0,0,1,0,1,3265
"2134",2,0,27,0,0,0,0,0,2,3267
"2135",1,0,25,0,2,5,0,1,7,3268
"2136",2,0,21,0,1,1,1,1,10,3270
"2137",2,0,37,0,0,26,1,1,10,3272
"2138",2,0,21,0,0,1,1,1,9,3273
"2139",2,0,21,0,0,0,1,0,6,3274
"2140",2,0,25,0,0,4,1,1,10,3278
"2141",2,1,27,0,0,3,1,1,5,3280
"2142",1,0,30,0,0,3,1,1,4,3281
"2143",1,0,70,0,0,0,0,0,1,3283
"2144",1,0,37,0,0,11,1,1,9,3284
"2145",2,0,46,0,0,5,1,1,5,3285
"2146",6,0,40,0,0,4,0,1,1,3286
"2147",2,0,20,1,0,1,1,1,8,3287
"2148",2,0,43,0,0,18,1,1,4,3288
"2149",2,0,38,0,0,15,1,0,6,3289
"2150",2,0,29,0,0,0,1,0,4,3290
"2151",2,0,37,0,0,8,0,1,2,3291
"2152",3,0,38,0,0,3,1,0,4,3292
"2153",1,1,27,0,0,0,1,0,3,3293
"2154",6,1,20,0,0,0,0,1,5,3294
"2155",3,0,44,0,0,0,0,0,1,3295
"2156",1,0,31,0,0,6,0,0,5,3298
"2157",2,0,29,0,0,3,1,1,2,3299
"2158",1,0,48,0,0,13,1,1,7,3300
"2159",2,1,30,0,0,0,0,0,2,3301
"2160",1,1,25,0,0,2,1,1,5,3302
"2161",2,0,40,0,0,3,1,0,2,3304
"2162",1,1,49,0,0,3,1,0,2,3305
"2163",1,0,33,0,0,1,0,0,3,3306
"2164",1,0,26,0,0,5,1,1,5,3309
"2165",3,0,31,0,1,1,0,0,3,3310
"2166",1,0,61,0,0,1,0,0,1,3312
"2167",1,0,30,0,0,2,1,0,4,3314
"2168",1,0,62,0,0,0,0,0,1,3315
"2169",1,1,27,0,0,4,0,1,8,3316
"2170",1,0,48,0,0,9,1,0,6,3318
"2171",1,1,40,0,0,0,1,0,2,3319
"2172",1,0,24,0,0,0,1,0,4,3320
"2173",2,0,22,0,0,0,1,1,4,3322
"2174",2,0,30,0,0,4,0,1,8,3323
"2175",1,0,63,0,0,0,0,0,1,3324
"2176",3,0,46,0,0,0,0,0,1,3325
"2177",2,0,33,0,0,4,1,0,10,3326
"2178",2,1,21,1,0,1,1,1,6,3328
"2179",1,0,43,0,0,0,0,1,4,3329
"2180",2,0,26,0,0,3,1,1,10,3331
"2181",2,0,51,0,0,1,1,0,1,3332
"2182",1,0,39,0,0,3,1,1,1,3333
"2183",3,1,30,0,0,0,0,1,3,3335
"2184",2,0,32,0,0,14,1,1,8,3337
"2185",2,0,22,0,0,0,0,0,6,3338
"2186",1,0,59,0,0,0,1,0,1,3339
"2187",2,0,38,0,5,37,0,1,7,3340
"2188",2,0,23,0,0,2,1,0,6,3341
"2189",2,0,42,0,0,0,0,1,1,3342
"2190",2,0,20,1,0,1,1,1,3,3343
"2191",2,0,38,0,0,2,1,1,7,3344
"2192",1,1,34,0,0,2,1,0,3,3345
"2193",2,1,36,0,0,7,1,1,3,3347
"2194",1,0,35,0,0,7,1,1,4,3348
"2195",2,0,36,0,0,0,0,1,3,3349
"2196",2,0,31,0,0,1,1,0,1,3350
"2197",2,1,28,0,0,3,1,1,4,3351
"2198",2,0,28,0,0,1,1,1,2,3354
"2199",1,0,60,0,0,3,1,0,1,3356
"2200",2,0,43,0,0,0,1,0,4,3357
"2201",2,0,40,0,0,1,1,0,1,3358
"2202",2,0,31,0,2,15,1,1,9,3359
"2203",2,0,54,0,0,6,1,1,7,3360
"2204",2,0,26,0,0,1,1,0,6,3361
"2205",2,0,24,0,0,17,1,1,9,3362
"2206",3,0,41,0,0,0,1,1,1,3363
"2207",2,0,21,0,0,1,1,1,9,3369
"2208",3,1,29,0,0,1,1,1,2,3370
"2209",2,0,22,0,0,0,1,0,3,3371
"2210",3,0,52,0,0,9,1,1,7,3375
"2211",6,1,40,0,0,0,1,0,1,3376
"2212",1,1,37,0,0,0,1,0,1,3377
"2213",6,0,21,0,0,1,1,0,4,3379
"2214",2,1,45,0,0,1,1,0,4,3380
"2215",2,0,29,0,0,1,0,1,2,3381
"2216",2,0,46,0,0,10,1,1,5,3383
"2217",1,0,21,0,1,1,1,0,8,3384
"2218",2,0,50,1,0,7,0,0,9,3385
"2219",1,0,35,0,0,6,1,1,5,3386
"2220",2,0,52,0,0,1,0,1,1,3387
"2221",1,0,48,0,0,0,0,0,1,3390
"2222",2,1,29,0,0,9,0,1,8,3391
"2223",1,0,48,0,0,0,0,0,1,3392
"2224",2,0,31,0,0,10,1,1,6,3393
"2225",1,0,21,0,0,3,1,1,8,3394
"2226",6,0,32,0,0,0,1,1,1,3395
"2227",2,0,47,0,0,0,0,0,5,3396
"2228",2,0,62,0,0,1,0,0,7,3397
"2229",2,0,21,1,2,3,1,1,10,3398
"2230",2,0,35,3,0,13,1,0,10,3399
"2231",2,0,46,0,0,3,0,1,1,3401
"2232",2,0,34,0,0,5,1,1,4,3403
"2233",2,0,52,0,0,2,1,0,1,3404
"2234",2,1,39,0,1,7,1,0,2,3405
"2235",1,0,21,0,0,0,0,1,8,3406
"2236",1,0,53,0,0,1,0,0,1,3407
"2237",1,1,19,0,0,0,1,1,3,3408
"2238",2,0,22,0,0,0,0,0,6,3409
"2239",2,0,45,0,0,1,1,0,3,3410
"2240",1,1,27,0,0,0,1,0,2,3411
"2241",1,0,25,0,0,0,0,0,2,3412
"2242",1,0,30,0,0,0,1,1,4,3413
"2243",2,0,31,0,0,2,1,1,5,3415
"2244",1,0,28,0,0,3,1,0,3,3417
"2245",2,0,36,0,0,3,0,1,2,3418
"2246",2,0,27,0,0,7,1,1,5,3419
"2247",2,0,42,0,0,1,1,0,2,3420
"2248",1,0,35,0,0,0,1,1,5,3422
"2249",1,1,33,0,0,2,1,0,2,3423
"2250",3,0,24,1,0,6,1,1,10,3425
"2251",2,0,25,0,1,21,1,1,10,3426
"2252",1,1,42,0,0,0,0,0,1,3427
"2253",2,0,21,0,0,0,1,1,6,3429
"2254",2,1,28,0,0,0,0,0,2,3431
"2255",2,0,27,0,0,25,1,1,10,3434
"2256",1,1,21,0,0,0,1,0,6,3437
"2257",1,0,26,0,0,0,0,1,6,3438
"2258",1,0,36,0,0,0,1,0,1,3439
"2259",2,0,23,0,0,1,0,1,8,3440
"2260",1,0,49,0,0,0,1,1,7,3441
"2261",2,0,29,0,0,11,1,1,8,3442
"2262",1,0,44,0,0,0,1,1,2,3444
"2263",1,0,28,0,0,1,0,0,3,3445
"2264",2,0,27,0,0,2,0,1,6,3446
"2265",2,1,35,0,0,12,1,1,7,3448
"2266",2,0,36,0,0,19,0,1,8,3449
"2267",1,0,46,0,0,2,0,0,2,3451
"2268",2,0,34,0,0,3,1,0,1,3452
"2269",2,0,45,0,0,15,1,1,3,3453
"2270",2,0,28,0,0,9,1,1,3,3454
"2271",2,1,25,0,0,1,1,0,3,3455
"2272",2,0,21,0,1,1,0,0,8,3456
"2273",2,0,48,0,0,1,1,0,1,3457
"2274",1,0,37,0,0,1,0,0,2,3458
"2275",2,0,24,0,0,3,1,1,6,3460
"2276",1,0,37,0,0,1,0,1,1,3462
"2277",1,0,39,0,0,1,1,0,3,3463
"2278",1,0,24,0,0,1,1,1,5,3464
"2279",6,0,49,0,0,2,1,0,1,3465
"2280",2,0,35,0,0,3,1,1,10,3468
"2281",2,0,23,0,0,1,1,1,2,3470
"2282",1,0,36,0,0,4,1,1,3,3474
"2283",1,0,43,0,0,5,1,0,5,3475
"2284",2,0,28,0,0,6,0,1,8,3476
"2285",2,1,21,1,0,4,1,1,10,3479
"2286",2,0,53,0,0,1,0,0,2,3480
"2287",2,1,27,0,0,2,0,1,4,3481
"2288",1,0,39,0,0,0,0,0,1,3483
"2289",2,0,47,0,0,22,1,1,7,3484
"2290",2,0,28,0,0,4,1,1,2,3485
"2291",1,0,49,0,0,7,1,0,6,3487
"2292",1,0,36,0,0,2,1,0,1,3488
"2293",2,1,24,0,0,1,1,0,9,3489
"2294",3,0,35,0,0,0,0,0,2,3491
"2295",2,0,23,0,0,3,1,0,7,3492
"2296",2,0,26,0,0,2,1,0,2,3493
"2297",2,0,31,0,0,7,1,1,4,3498
"2298",2,1,30,0,3,14,1,1,10,3499
"2299",1,0,25,0,0,2,0,0,6,3500
"2300",2,0,24,0,0,6,1,1,10,3501
"2301",3,0,34,0,0,1,1,1,1,3502
"2302",2,0,26,0,0,2,0,0,4,3504
"2303",2,0,26,0,0,7,0,0,8,3506
"2304",3,0,60,0,0,0,1,0,1,3507
"2305",2,1,20,0,0,0,1,0,5,3508
"2306",1,0,36,1,0,10,0,1,9,3510
"2307",1,0,23,0,0,0,1,0,3,3511
"2308",2,0,26,0,0,5,1,1,7,3512
"2309",1,0,40,0,0,4,0,0,1,3515
"2310",6,0,28,0,0,1,1,1,3,3516
"2311",3,0,49,0,0,1,1,1,1,3517
"2312",2,0,46,0,0,8,1,1,3,3519
"2313",2,0,19,0,1,1,1,1,10,3521
"2314",1,0,53,0,0,1,1,0,1,3523
"2315",1,0,56,0,0,5,1,0,2,3525
"2316",2,1,24,0,0,0,1,0,3,3528
"2317",3,0,31,0,0,0,1,0,1,3529
"2318",1,1,33,0,0,2,1,0,3,3531
"2319",1,0,26,0,3,8,1,1,10,3533
"2320",1,0,56,0,0,1,0,0,1,3534
"2321",1,0,32,0,0,2,1,0,2,3535
"2322",1,0,25,0,0,0,1,1,2,3536
"2323",2,0,21,0,0,1,1,0,2,3538
"2324",2,0,38,0,0,3,1,0,5,3539
"2325",1,0,23,0,0,0,1,0,2,3540
"2326",2,0,67,0,0,4,0,0,1,3541
"2327",1,0,20,0,0,0,1,1,6,3542
"2328",1,1,39,0,0,4,1,1,1,3543
"2329",2,0,24,0,0,1,1,1,2,3544
"2330",3,0,23,0,0,0,1,0,2,3546
"2331",2,0,49,0,0,3,1,0,4,3547
"2332",2,0,31,0,0,7,1,1,7,3550
"2333",2,0,20,0,0,1,1,1,6,3551
"2334",1,0,28,0,0,0,0,0,3,3552
"2335",1,0,67,0,0,3,1,0,1,3554
"2336",3,0,33,0,0,0,1,0,1,3556
"2337",3,0,20,1,0,1,1,1,8,3557
"2338",1,0,40,0,0,4,1,0,3,3560
"2339",2,0,52,0,0,0,1,0,1,3562
"2340",2,0,45,0,0,17,1,1,7,3563
"2341",2,0,27,0,0,8,1,1,7,3564
"2342",1,0,22,0,0,1,1,0,9,3566
"2343",1,0,36,0,0,9,1,0,7,3568
"2344",1,0,40,0,0,0,0,1,1,3570
"2345",1,0,30,0,0,1,0,1,8,3571
"2346",2,0,42,0,0,1,1,0,1,3573
"2347",2,0,24,0,0,2,1,1,3,3574
"2348",1,0,46,0,0,4,1,0,2,3576
"2349",2,0,38,0,0,4,1,0,3,3577
"2350",3,0,39,0,0,2,1,1,1,3578
"2351",3,1,32,0,0,0,0,1,3,3582
"2352",1,0,26,0,0,0,0,0,5,3584
"2353",1,0,54,0,0,1,0,1,1,3585
"2354",3,0,27,0,0,2,1,0,3,3591
"2355",1,0,61,0,0,1,1,0,4,3593
"2356",2,0,51,0,0,1,0,1,4,3594
"2357",1,0,57,0,0,0,1,0,1,3596
"2358",1,0,24,0,0,3,0,1,5,3597
"2359",2,0,34,0,0,1,1,0,1,3598
"2360",3,0,27,0,0,1,1,0,2,3600
"2361",2,1,28,0,0,10,0,1,7,3601
"2362",2,0,35,0,0,10,0,1,8,3602
"2363",2,0,30,0,0,6,1,1,6,3603
"2364",6,0,53,0,0,1,1,0,5,3604
"2365",2,0,44,0,0,0,1,0,1,3605
"2366",1,0,57,0,0,3,0,1,3,3607
"2367",1,0,61,0,0,10,1,0,6,3611
"2368",2,0,26,0,0,1,1,1,9,3614
"2369",2,0,48,1,0,10,1,1,7,3616
"2370",2,0,42,0,0,4,0,0,1,3617
"2371",1,0,38,0,0,10,1,1,8,3618
"2372",2,0,39,0,0,4,1,0,2,3619
"2373",1,1,53,0,0,0,0,0,1,3620
"2374",2,0,26,0,0,3,0,0,10,3622
"2375",2,0,22,0,0,1,1,1,7,3624
"2376",1,0,50,0,0,0,1,0,7,3626
"2377",1,0,44,3,0,16,0,0,7,3627
"2378",2,0,24,0,1,4,1,1,6,3628
"2379",2,0,21,0,0,0,1,1,7,3629
"2380",1,0,50,0,0,0,1,0,1,3630
"2381",1,1,36,0,0,0,0,0,1,3631
"2382",1,0,39,0,0,0,1,0,3,3634
"2383",2,1,24,0,0,2,1,0,4,3635
"2384",2,1,54,0,0,7,1,0,6,3636
"2385",2,0,29,0,0,0,0,0,2,3639
"2386",1,0,26,0,0,0,0,0,6,3641
"2387",2,0,41,0,0,3,1,1,4,3642
"2388",2,0,23,0,0,1,1,1,6,3643
"2389",1,0,34,0,0,0,0,0,1,3645
"2390",1,0,31,0,0,11,1,1,7,3646
"2391",2,0,20,0,0,0,1,0,3,3647
"2392",2,0,49,0,0,10,1,1,6,3648
"2393",2,0,26,0,0,4,1,1,8,3649
"2394",2,0,28,0,0,1,1,1,4,3652
"2395",2,0,26,0,0,0,1,0,2,3653
"2396",2,0,55,0,0,1,1,0,4,3655
"2397",2,0,22,0,0,0,0,0,9,3656
"2398",2,1,26,0,0,0,0,0,4,3657
"2399",6,0,56,0,0,0,0,0,1,3658
"2400",1,0,66,0,0,1,1,0,1,3659
"2401",6,0,46,0,0,2,1,0,3,3660
"2402",2,0,58,0,0,16,1,1,6,3661
"2403",2,0,28,0,0,4,1,0,7,3662
"2404",2,0,33,0,0,8,1,0,6,3663
"2405",2,1,31,0,0,0,0,0,2,3666
"2406",2,0,26,0,0,1,0,0,5,3667
"2407",2,0,35,0,0,4,0,0,5,3668
"2408",1,1,41,0,0,12,1,1,7,3669
"2409",1,0,34,0,0,0,0,0,1,3671
"2410",6,0,33,0,0,0,1,0,1,3673
"2411",2,1,32,0,0,0,1,0,2,3674
"2412",2,0,37,0,0,9,1,1,6,3675
"2413",2,0,50,0,0,1,1,0,5,3676
"2414",1,0,35,0,0,1,1,0,2,3678
"2415",1,1,47,0,0,0,0,1,3,3679
"2416",2,1,52,0,0,8,1,0,9,3681
"2417",2,0,26,0,1,5,1,1,7,3684
"2418",2,0,36,0,0,1,0,1,9,3685
"2419",2,0,45,0,0,13,1,1,1,3687
